"postId","userId","parentId","subject","content","contentAsHtml","contentAsText","isComment","isAlias","userAlias","writer","limitGender","isLocked","hasPoll","commentCount","likeCount","dislikeCount","reportCount","readCount","boardId","groupId","createdAt","old_tag_id","old_group_id","ip","is_consultable","updated_at"
"834","67",NULL,,"<P>3) 질병과 진료비의 발생여부나 시기에 대하여 각 개인은 예측할 수 없다. 이 때문에 건강보험과 같은 공동의 대처방법이 필요하게 된다.<BR>4) 보건의료인의 양성과 보건의료시설의 건립에는 오랜 시간이 소요되어, 수요와 공급이 시간적으로 일치하기 어렵다.<BR></P>","<P>3) 질병과 진료비의 발생여부나 시기에 대하여 각 개인은 예측할 수 없다. 이 때문에 건강보험과 같은 공동의 대처방법이 필요하게 된다.<BR>4) 보건의료인의 양성과 보건의료시설의 건립에는 오랜 시간이 소요되어, 수요와 공급이 시간적으로 일치하기 어렵다.<BR></P>","3) 질병과 진료비의 발생여부나 시기에 대하여 각 개인은 예측할 수 없다. 이 때문에 건강보험과 같은 공동의 대처방법이 필요하게 된다. 4) 보건의료인의 양성과 보건의료시설의 건립에는 오랜 시간이 소요되어, 수요와 공급이 시간적으로 일치하기 어렵다.","1","0",,NULL,,"0",NULL,"0","2","0",NULL,"0","1","1","2008-12-16 14:23:50","0","145",,"0","2008-12-16 14:23:50"
"835","67",NULL,,"<P>횡격막에 seeding이 된 모습 같고, 전이된 종괴 중 2cm가 넘는 게 있어보이니 stage IIIc인 것 같습니다.<BR>peritoneal washing (+)인&nbsp;것과 관련된&nbsp;staging은<BR>-&nbsp;Ic(터진오바리+washing)<BR>- IIc(골반내국한+washing)</P>","<P>횡격막에 seeding이 된 모습 같고, 전이된 종괴 중 2cm가 넘는 게 있어보이니 stage IIIc인 것 같습니다.<BR>peritoneal washing (+)인&nbsp;것과 관련된&nbsp;staging은<BR>-&nbsp;Ic(터진오바리+washing)<BR>- IIc(골반내국한+washing)</P>","횡격막에 seeding이 된 모습 같고, 전이된 종괴 중 2cm가 넘는 게 있어보이니 stage IIIc인 것 같습니다. peritoneal washing (+)인&nbsp;것과 관련된&nbsp;staging은 -&nbsp;Ic(터진오바리+washing) - IIc(골반내국한+washing)","1","0",,NULL,,"0",NULL,"0","3","0",NULL,"0","1","1","2008-12-16 14:44:58","0","145",,"0","2008-12-16 14:44:58"
"836","67",NULL,,"1) 우울증에 비해 고용량의 SSRI로 치료<BR>2) 해결 못한 항문기 갈등과 관련됨<BR>3) <STRONG><FONT color=#ff0000>건강정양</FONT></STRONG> 중 하나죠<BR>4) 좀 더 구체적으로 노출요법, 반응방지를 사용합니다.<BR>5) 1st degree relative의 35%에서 이환될 정도로 유전적 소인이 강합니다. 일반적인 유전병과 마찬가지로 ""조기발병""도 나쁜 예후인자입니다.<BR>나쁜 예후인자: 조기발병, 강박행동에 복종, 괴상한 강박행동, MDD 병발<BR>(사고의 내용은 예후와 무관함)<BR><BR>&lt;참고&gt; 강박장애에서 사용하는 방어기제<BR><A href=""http://memori.co.kr/memori/view.php?i_id=35"" target=_blank>http://memori.co.kr/memori/view.php?i_id=35</A>","1) 우울증에 비해 고용량의 SSRI로 치료<BR>2) 해결 못한 항문기 갈등과 관련됨<BR>3) <STRONG><FONT color=#ff0000>건강정양</FONT></STRONG> 중 하나죠<BR>4) 좀 더 구체적으로 노출요법, 반응방지를 사용합니다.<BR>5) 1st degree relative의 35%에서 이환될 정도로 유전적 소인이 강합니다. 일반적인 유전병과 마찬가지로 ""조기발병""도 나쁜 예후인자입니다.<BR>나쁜 예후인자: 조기발병, 강박행동에 복종, 괴상한 강박행동, MDD 병발<BR>(사고의 내용은 예후와 무관함)<BR><BR>&lt;참고&gt; 강박장애에서 사용하는 방어기제<BR><A href=""http://memori.co.kr/memori/view.php?i_id=35"" target=_blank>http://memori.co.kr/memori/view.php?i_id=35</A>","1) 우울증에 비해 고용량의 SSRI로 치료 2) 해결 못한 항문기 갈등과 관련됨 3) 건강정양 중 하나죠 4) 좀 더 구체적으로 노출요법, 반응방지를 사용합니다. 5) 1st degree relative의 35%에서 이환될 정도로 유전적 소인이 강합니다. 일반적인 유전병과 마찬가지로 ""조기발병""도 나쁜 예후인자입니다. 나쁜 예후인자: 조기발병, 강박행동에 복종, 괴상한 강박행동, MDD 병발 (사고의 내용은 예후와 무관함) &lt;참고&gt; 강박장애에서 사용하는 방어기제 http://memori.co.kr/memori/view.php?i_id=35","1","0",,NULL,,"0",NULL,"0","3","0",NULL,"0","1","1","2008-12-16 18:15:37","0","145",,"0","2008-12-16 18:15:37"
"837","40",NULL,,"<P>그렇군요.. 오늘 처음 풀어봤는데 완전 유익하네요~ㅋ<BR>그런데 정답율 8.1%의 주인공들은 누구지!!?! ㅋㅋ</P>","<P>그렇군요.. 오늘 처음 풀어봤는데 완전 유익하네요~ㅋ<BR>그런데 정답율 8.1%의 주인공들은 누구지!!?! ㅋㅋ</P>","그렇군요.. 오늘 처음 풀어봤는데 완전 유익하네요~ㅋ 그런데 정답율 8.1%의 주인공들은 누구지!!?! ㅋㅋ","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 18:45:57","0","145",,"0","2008-12-16 18:45:57"
"838","76",NULL,,"문제가 잘못되었네요.<BR>진성 적혈구 증다증 빼고 나머지가 다 EPO 를 증가시킵니다.","문제가 잘못되었네요.<BR>진성 적혈구 증다증 빼고 나머지가 다 EPO 를 증가시킵니다.","문제가 잘못되었네요. 진성 적혈구 증다증 빼고 나머지가 다 EPO 를 증가시킵니다.","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 18:58:43","0","145",,"0","2008-12-16 18:58:43"
"839","41",NULL,,"<P>아....삼모마바디였구나..-_-;; </P>","<P>아....삼모마바디였구나..-_-;; </P>","아....삼모마바디였구나..-_-;;","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 20:50:26","0","145",,"0","2008-12-16 20:50:26"
"840","41",NULL,,"<P>ILD 같아요. 양측 post보면 허니컴 비슷하게 보이지 않나요? <BR>답은 조직 검사 </P>","<P>ILD 같아요. 양측 post보면 허니컴 비슷하게 보이지 않나요? <BR>답은 조직 검사 </P>","ILD 같아요. 양측 post보면 허니컴 비슷하게 보이지 않나요? 답은 조직 검사","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-16 21:02:29","0","145",,"0","2008-12-16 21:02:29"
"841","67",NULL,,"과거력상 Sheehan syndrome의 의심되네요.<BR>뇌하수체 저하증 중에서 corticosteroid 부족을 우선적으로 치료합니다.<BR><A href=""http://memori.co.kr/memori/view.php?i_id=131"" target=_blank>http://memori.co.kr/memori/view.php?i_id=131</A>","과거력상 Sheehan syndrome의 의심되네요.<BR>뇌하수체 저하증 중에서 corticosteroid 부족을 우선적으로 치료합니다.<BR><A href=""http://memori.co.kr/memori/view.php?i_id=131"" target=_blank>http://memori.co.kr/memori/view.php?i_id=131</A>","과거력상 Sheehan syndrome의 의심되네요. 뇌하수체 저하증 중에서 corticosteroid 부족을 우선적으로 치료합니다. http://memori.co.kr/memori/view.php?i_id=131","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-16 21:02:51","0","145",,"0","2008-12-16 21:02:51"
"842","41",NULL,,"혈우병이네요 <BR>1.관절강내출혈(지연출혈) 이니까 응고인자 이상이라고 알수가 있구요 <BR>2.남자아이. 외삼촌의 가족력&nbsp; 보니까 유전과 관련된 혈우병이에요 <BR><BR><BR>","혈우병이네요 <BR>1.관절강내출혈(지연출혈) 이니까 응고인자 이상이라고 알수가 있구요 <BR>2.남자아이. 외삼촌의 가족력&nbsp; 보니까 유전과 관련된 혈우병이에요 <BR><BR><BR>","혈우병이네요 1.관절강내출혈(지연출혈) 이니까 응고인자 이상이라고 알수가 있구요 2.남자아이. 외삼촌의 가족력&nbsp; 보니까 유전과 관련된 혈우병이에요","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 21:05:27","0","145",,"0","2008-12-16 21:05:27"
"843","41",NULL,,"머여 이게 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","머여 이게 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","머여 이게 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 21:06:44","0","145",,"0","2008-12-16 21:06:44"
"844","41",NULL,,"정답율 100프로 문제는 처음 봅니다요 ㅋㅋㅋ","정답율 100프로 문제는 처음 봅니다요 ㅋㅋㅋ","정답율 100프로 문제는 처음 봅니다요 ㅋㅋㅋ","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 21:07:00","0","145",,"0","2008-12-16 21:07:00"
"845","33",NULL,,"<P>에헤헤 이래서 밤 느지막히 푸는게 좋아요 ^^</P>","<P>에헤헤 이래서 밤 느지막히 푸는게 좋아요 ^^</P>","에헤헤 이래서 밤 느지막히 푸는게 좋아요 ^^","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 22:04:39","0","145",,"0","2008-12-16 22:04:39"
"846","14",NULL,,"<P>찌릿찌릿 문제 답은 모조리 텐던 쉬쓰..였다는;;</P>","<P>찌릿찌릿 문제 답은 모조리 텐던 쉬쓰..였다는;;</P>","찌릿찌릿 문제 답은 모조리 텐던 쉬쓰..였다는;;","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 22:32:45","0","145",,"0","2008-12-16 22:32:45"
"847","14",NULL,,"<P>밤에 보니 섬찟..</P>","<P>밤에 보니 섬찟..</P>","밤에 보니 섬찟..","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 22:33:30","0","145",,"0","2008-12-16 22:33:30"
"848","17",NULL,,"<P>사회활동에 지장이 없었다는 말이 포인트인듯 하네요 .. 둘다 경하다는..</P>","<P>사회활동에 지장이 없었다는 말이 포인트인듯 하네요 .. 둘다 경하다는..</P>","사회활동에 지장이 없었다는 말이 포인트인듯 하네요 .. 둘다 경하다는..","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-16 22:46:39","0","145",,"0","2008-12-16 22:46:39"
"849","7",NULL,,"3군 전염병 중 인플루엔자라고 되어있는데, 바이러스를 말하는거 아닌가요^^;<BR>그리고 위에 해설에 지정전영병도 추가요 :)","3군 전염병 중 인플루엔자라고 되어있는데, 바이러스를 말하는거 아닌가요^^;<BR>그리고 위에 해설에 지정전영병도 추가요 :)","3군 전염병 중 인플루엔자라고 되어있는데, 바이러스를 말하는거 아닌가요^^; 그리고 위에 해설에 지정전영병도 추가요 :)","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-16 23:54:15","0","145",,"0","2008-12-16 23:54:15"
"850","3",NULL,,"<P>바뀐 기준으로는 VSD에서 IE 예방 안해도 되는거죠?</P>","<P>바뀐 기준으로는 VSD에서 IE 예방 안해도 되는거죠?</P>","바뀐 기준으로는 VSD에서 IE 예방 안해도 되는거죠?","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 00:31:41","0","145",,"0","2008-12-17 00:31:41"
"851","6",NULL,,"<P>VSD는 바뀐기준으로는 congenital cyanotic heart dz가 아니나까<BR>안해돌 될듯 하네요..<BR>정확하게는 다만 맞을듯...Qp/Qs가 2가 넘으니까..op의 ix</P>","<P>VSD는 바뀐기준으로는 congenital cyanotic heart dz가 아니나까<BR>안해돌 될듯 하네요..<BR>정확하게는 다만 맞을듯...Qp/Qs가 2가 넘으니까..op의 ix</P>","VSD는 바뀐기준으로는 congenital cyanotic heart dz가 아니나까 안해돌 될듯 하네요.. 정확하게는 다만 맞을듯...Qp/Qs가 2가 넘으니까..op의 ix","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-17 00:34:16","0","145",,"0","2008-12-17 00:34:16"
"852","6",NULL,,"<P>이거 아파가 스코어 아닌가요?<BR>아 책찾기 귀찮아..ㅜ.ㅜ</P>","<P>이거 아파가 스코어 아닌가요?<BR>아 책찾기 귀찮아..ㅜ.ㅜ</P>","이거 아파가 스코어 아닌가요? 아 책찾기 귀찮아..ㅜ.ㅜ","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 00:36:00","0","145",,"0","2008-12-17 00:36:00"
"853","6",NULL,,"<P>GDM에서는 증가하지 않으나 현성당뇨에서는 증가합니다..<BR>퍼시픽 뒷쪽에 임신과 관련된 전신질환 당뇨쪽 보면 해설 나와요//</P>","<P>GDM에서는 증가하지 않으나 현성당뇨에서는 증가합니다..<BR>퍼시픽 뒷쪽에 임신과 관련된 전신질환 당뇨쪽 보면 해설 나와요//</P>","GDM에서는 증가하지 않으나 현성당뇨에서는 증가합니다.. 퍼시픽 뒷쪽에 임신과 관련된 전신질환 당뇨쪽 보면 해설 나와요//","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-17 00:44:57","0","145",,"0","2008-12-17 00:44:57"
"854","17",NULL,,"<P>소생술의 필요성을 알아볼떄 체크하는게 apgar고 소생술할때는 답 3가지를 체크해요~</P>","<P>소생술의 필요성을 알아볼떄 체크하는게 apgar고 소생술할때는 답 3가지를 체크해요~</P>","소생술의 필요성을 알아볼떄 체크하는게 apgar고 소생술할때는 답 3가지를 체크해요~","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 00:52:14","0","145",,"0","2008-12-17 00:52:14"
"855","44",NULL,,"<P>이거 무슨 병이에요?</P>","<P>이거 무슨 병이에요?</P>","이거 무슨 병이에요?","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 01:40:30","0","145",,"0","2008-12-17 01:40:30"
"856","44",NULL,,"<P>폐관류량 대 체관류량 어떻게 구하나요?ㅠ</P>","<P>폐관류량 대 체관류량 어떻게 구하나요?ㅠ</P>","폐관류량 대 체관류량 어떻게 구하나요?ㅠ","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 01:42:37","0","145",,"0","2008-12-17 01:42:37"
"857","67",NULL,,"&nbsp;{ (65 x A) + (100 x 1) } / (A + 1) = 86<BR>65 x A + 100 = 86 x A + 86<BR>14 = 21 x A<BR>A = 1.5","&nbsp;{ (65 x A) + (100 x 1) } / (A + 1) = 86<BR>65 x A + 100 = 86 x A + 86<BR>14 = 21 x A<BR>A = 1.5","&nbsp;{ (65 x A) + (100 x 1) } / (A + 1) = 86 65 x A + 100 = 86 x A + 86 14 = 21 x A A = 1.5","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 01:47:54","0","145",,"0","2008-12-17 01:47:54"
"858","22",NULL,,"<P>가와사키 같습니다.</P>","<P>가와사키 같습니다.</P>","가와사키 같습니다.","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 02:49:44","0","145",,"0","2008-12-17 02:49:44"
"859","67",NULL,,"<P>&lt;고정약물발진&gt;<BR>원인 약제에 의해 동일 부위에 유사한 병변이 발생. 치유 후 hyperpigmentation이 남는다.<BR>흔한 원인: bactrim, tetracyclin, barbiturate, oxyphenbutazone, acetyl salicylate</P>","<P>&lt;고정약물발진&gt;<BR>원인 약제에 의해 동일 부위에 유사한 병변이 발생. 치유 후 hyperpigmentation이 남는다.<BR>흔한 원인: bactrim, tetracyclin, barbiturate, oxyphenbutazone, acetyl salicylate</P>","&lt;고정약물발진&gt; 원인 약제에 의해 동일 부위에 유사한 병변이 발생. 치유 후 hyperpigmentation이 남는다. 흔한 원인: bactrim, tetracyclin, barbiturate, oxyphenbutazone, acetyl salicylate","1","0",,NULL,,"0",NULL,"0","4","0",NULL,"0","1","1","2008-12-17 09:59:44","0","145",,"0","2008-12-17 09:59:44"
"860","67",NULL,,"<P>가와사키병이 되려면 부정형 발진이나 입의 변화에 관련된 소견이 하나 더 필요하네요.<BR><BR>5일이상 지속되는 발열 + 다음 중 4가지<BR>1) 결막충혈<BR>2) 입, 입술의 변화<BR>3) polymorphous rash<BR>4) 비화농성 경부 림프절비대<BR>5) 손발의 변화<BR><BR>치료법 외우는 방법<BR><A href=""http://memori.co.kr/memori/view.php?i_id=201"" target=_blank>http://memori.co.kr/memori/view.php?i_id=201</A></P>","<P>가와사키병이 되려면 부정형 발진이나 입의 변화에 관련된 소견이 하나 더 필요하네요.<BR><BR>5일이상 지속되는 발열 + 다음 중 4가지<BR>1) 결막충혈<BR>2) 입, 입술의 변화<BR>3) polymorphous rash<BR>4) 비화농성 경부 림프절비대<BR>5) 손발의 변화<BR><BR>치료법 외우는 방법<BR><A href=""http://memori.co.kr/memori/view.php?i_id=201"" target=_blank>http://memori.co.kr/memori/view.php?i_id=201</A></P>","가와사키병이 되려면 부정형 발진이나 입의 변화에 관련된 소견이 하나 더 필요하네요. 5일이상 지속되는 발열 + 다음 중 4가지 1) 결막충혈 2) 입, 입술의 변화 3) polymorphous rash 4) 비화농성 경부 림프절비대 5) 손발의 변화 치료법 외우는 방법 http://memori.co.kr/memori/view.php?i_id=201","1","0",,NULL,,"0",NULL,"0","7","0",NULL,"0","1","1","2008-12-17 10:09:16","0","145",,"0","2008-12-17 10:09:16"
"861","67",NULL,,"<P>희발월경이지만 Progesterone에 출혈이 있다면, chronic anovulation을 의심합니다.<BR>가능한 감별진단 3가지<BR><A href=""http://memori.co.kr/memori/view.php?i_id=202"" target=_blank>http://memori.co.kr/memori/view.php?i_id=202</A></P>","<P>희발월경이지만 Progesterone에 출혈이 있다면, chronic anovulation을 의심합니다.<BR>가능한 감별진단 3가지<BR><A href=""http://memori.co.kr/memori/view.php?i_id=202"" target=_blank>http://memori.co.kr/memori/view.php?i_id=202</A></P>","희발월경이지만 Progesterone에 출혈이 있다면, chronic anovulation을 의심합니다. 가능한 감별진단 3가지 http://memori.co.kr/memori/view.php?i_id=202","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 10:18:42","0","145",,"0","2008-12-17 10:18:42"
"862","67",NULL,,"무월경 감별을 위해 일단 무조건&nbsp;임신검사, 다음으로 progesterone challenge test","무월경 감별을 위해 일단 무조건&nbsp;임신검사, 다음으로 progesterone challenge test","무월경 감별을 위해 일단 무조건&nbsp;임신검사, 다음으로 progesterone challenge test","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-17 10:19:26","0","145",,"0","2008-12-17 10:19:26"
"863","40",NULL,,"<P>PV가 나와있지 않으니 LA와 같다고 생각하고<BR>(Ao-RA)/(PV-PA)=(100-66)/(100-86)=34/14=약2.5<BR><BR></P>","<P>PV가 나와있지 않으니 LA와 같다고 생각하고<BR>(Ao-RA)/(PV-PA)=(100-66)/(100-86)=34/14=약2.5<BR><BR></P>","PV가 나와있지 않으니 LA와 같다고 생각하고 (Ao-RA)/(PV-PA)=(100-66)/(100-86)=34/14=약2.5","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-17 11:13:29","0","145",,"0","2008-12-17 11:13:29"
"864","67",NULL,,"<P>발작적인 두근거림 + narrow QRS tachycardia + 규칙적 interval → PSVT<BR>급성기에 혈압이 유지된다면 vagal maneuver부터 시행하고, adenosine이 1차 약제, beta-blocker가 2차 약제<BR>Lidocaine은 AV node 이하의 빈맥에 사용되니까 제외하고, Quinidine과 Digitalis는 작용속도가 느려서 급성기에 못 쓰지만 예방적 치료제로 사용될 수는 있음</P>","<P>발작적인 두근거림 + narrow QRS tachycardia + 규칙적 interval → PSVT<BR>급성기에 혈압이 유지된다면 vagal maneuver부터 시행하고, adenosine이 1차 약제, beta-blocker가 2차 약제<BR>Lidocaine은 AV node 이하의 빈맥에 사용되니까 제외하고, Quinidine과 Digitalis는 작용속도가 느려서 급성기에 못 쓰지만 예방적 치료제로 사용될 수는 있음</P>","발작적인 두근거림 + narrow QRS tachycardia + 규칙적 interval → PSVT 급성기에 혈압이 유지된다면 vagal maneuver부터 시행하고, adenosine이 1차 약제, beta-blocker가 2차 약제 Lidocaine은 AV node 이하의 빈맥에 사용되니까 제외하고, Quinidine과 Digitalis는 작용속도가 느려서 급성기에 못 쓰지만 예방적 치료제로 사용될 수는 있음","1","0",,NULL,,"0",NULL,"0","2","0",NULL,"0","1","1","2008-12-17 11:31:22","0","145",,"0","2008-12-17 11:31:22"
"865","27",NULL,,"<P>맞아요 ""다""만 맞는것같습니다^^</P>","<P>맞아요 ""다""만 맞는것같습니다^^</P>","맞아요 ""다""만 맞는것같습니다^^","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 11:31:59","0","145",,"0","2008-12-17 11:31:59"
"866","16",NULL,,"<P>병리 사진이 마치 caseous같이 보여서 그만 ㅠㅠㅠㅠ 사진말고 감별점이 있나요? </P>","<P>병리 사진이 마치 caseous같이 보여서 그만 ㅠㅠㅠㅠ 사진말고 감별점이 있나요? </P>","병리 사진이 마치 caseous같이 보여서 그만 ㅠㅠㅠㅠ 사진말고 감별점이 있나요?","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-17 12:38:42","0","145",,"0","2008-12-17 12:38:42"
"867","13",NULL,,"<P>임신중인데 progesterone 주면 출혈이 일어나나요??? 뭔가 이상한데;; <BR><BR>방금 책 찾아보니 원래 문제는 ""임신을 한번도 하지 않은"" 이군요 -_- 다들 답만 외웠나봐 ㅠㅠ </P>","<P>임신중인데 progesterone 주면 출혈이 일어나나요??? 뭔가 이상한데;; <BR><BR>방금 책 찾아보니 원래 문제는 ""임신을 한번도 하지 않은"" 이군요 -_- 다들 답만 외웠나봐 ㅠㅠ </P>","임신중인데 progesterone 주면 출혈이 일어나나요??? 뭔가 이상한데;; 방금 책 찾아보니 원래 문제는 ""임신을 한번도 하지 않은"" 이군요 -_- 다들 답만 외웠나봐 ㅠㅠ","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 12:41:20","0","145",,"0","2008-12-17 12:41:20"
"868","67",NULL,,"<P>헉 문제가 잘못됐나보네요. 문제를 제대로 읽지도 않고 풀었네요;;<BR>일단 기출문제와 같도록 수정했습니다~</P>","<P>헉 문제가 잘못됐나보네요. 문제를 제대로 읽지도 않고 풀었네요;;<BR>일단 기출문제와 같도록 수정했습니다~</P>","헉 문제가 잘못됐나보네요. 문제를 제대로 읽지도 않고 풀었네요;; 일단 기출문제와 같도록 수정했습니다~","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-17 13:09:47","0","145",,"0","2008-12-17 13:09:47"
"869","67",NULL,,"<P>아 제가 계산한 건 shunt 양이죠 참;</P>","<P>아 제가 계산한 건 shunt 양이죠 참;</P>","아 제가 계산한 건 shunt 양이죠 참;","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 13:15:32","0","145",,"0","2008-12-17 13:15:32"
"870","67",NULL,,"<P>크론병과 창자결핵은 둘다 Ileocecal region이 호발부위라서 감별점은 안될 것 같고..<BR>Fistula를 일으켰다는 점이 크론병을 더 시사할 것 같네요.</P>","<P>크론병과 창자결핵은 둘다 Ileocecal region이 호발부위라서 감별점은 안될 것 같고..<BR>Fistula를 일으켰다는 점이 크론병을 더 시사할 것 같네요.</P>","크론병과 창자결핵은 둘다 Ileocecal region이 호발부위라서 감별점은 안될 것 같고.. Fistula를 일으켰다는 점이 크론병을 더 시사할 것 같네요.","1","0",,NULL,,"0",NULL,"0","1","0",NULL,"0","1","1","2008-12-17 13:30:59","0","145",,"0","2008-12-17 13:30:59"
"871","14",NULL,,"<P>답 1, 4번 복수 인정해야 될 것 같습니다~<BR>근육량 감소하면 Ccr 감소합니다. 해리슨과 파워에 둘 다 나오네요.</P>","<P>답 1, 4번 복수 인정해야 될 것 같습니다~<BR>근육량 감소하면 Ccr 감소합니다. 해리슨과 파워에 둘 다 나오네요.</P>","답 1, 4번 복수 인정해야 될 것 같습니다~ 근육량 감소하면 Ccr 감소합니다. 해리슨과 파워에 둘 다 나오네요.","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 14:48:59","0","145",,"0","2008-12-17 14:48:59"
"872","75",NULL,,"04년도 문제","04년도 문제","04년도 문제","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 16:38:27","0","145",,"0","2008-12-17 16:38:27"
"873","37",NULL,,"<P>틀린건 항상 또 틀리는군요 ㅜㅜ..</P>","<P>틀린건 항상 또 틀리는군요 ㅜㅜ..</P>","틀린건 항상 또 틀리는군요 ㅜㅜ..","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 20:33:12","0","145",,"0","2008-12-17 20:33:12"
"874","9",NULL,,"<P>이거 뭔가요 ?ㅠ.ㅠ</P>","<P>이거 뭔가요 ?ㅠ.ㅠ</P>","이거 뭔가요 ?ㅠ.ㅠ","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 20:51:55","0","145",,"0","2008-12-17 20:51:55"
"875","47",NULL,,"<P>그런데 소아과학 책을 보면 9판 307쪽에 '이후 평가와 처치는 호흡,심박수,피부 색깔 <STRONG>등</STRONG>에 의해 판단되며"" 이렇게 나옵니다. <BR>""등"" 이라고 나오는 것 보면 꼭 이 3가지만 해당되는지 궁금합니다. 아프가 스코어 보면 근력도 나오는데... 왜 이것은 포함이 안 되는지 모르겠네요</P>","<P>그런데 소아과학 책을 보면 9판 307쪽에 '이후 평가와 처치는 호흡,심박수,피부 색깔 <STRONG>등</STRONG>에 의해 판단되며"" 이렇게 나옵니다. <BR>""등"" 이라고 나오는 것 보면 꼭 이 3가지만 해당되는지 궁금합니다. 아프가 스코어 보면 근력도 나오는데... 왜 이것은 포함이 안 되는지 모르겠네요</P>","그런데 소아과학 책을 보면 9판 307쪽에 '이후 평가와 처치는 호흡,심박수,피부 색깔 등 에 의해 판단되며"" 이렇게 나옵니다. ""등"" 이라고 나오는 것 보면 꼭 이 3가지만 해당되는지 궁금합니다. 아프가 스코어 보면 근력도 나오는데... 왜 이것은 포함이 안 되는지 모르겠네요","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 21:03:32","0","145",,"0","2008-12-17 21:03:32"
"876","47",NULL,,"<P>2009년 국시는 해리슨 16판 기준이라던데.. 이런 문제는 출제 안될걸요</P>","<P>2009년 국시는 해리슨 16판 기준이라던데.. 이런 문제는 출제 안될걸요</P>","2009년 국시는 해리슨 16판 기준이라던데.. 이런 문제는 출제 안될걸요","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 21:54:40","0","145",,"0","2008-12-17 21:54:40"
"877","49",NULL,,"<P>전환장애 - 억전투동 맞네요^^</P>","<P>전환장애 - 억전투동 맞네요^^</P>","전환장애 - 억전투동 맞네요^^","1","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2008-12-17 23:03:06","0","145",,"0","2008-12-17 23:03:06"
